0	0
0.02	0.0000001
0.04	-0.0003591
0.06	0.0011198
0.08	0.0010134
0.1	-0.0005372
0.12	-0.0013914
0.14	-0.0003608
0.16	0.0011397
0.18	0.0010362
0.2	-0.0005361
0.22	-0.0014058
0.24	-0.0003623
0.26	0.0011605
0.28	0.0010583
0.3	-0.0005364
0.32	-0.001421
0.34	-0.0003647
0.36	0.0011814
0.38	0.00108
0.4	-0.0005374
0.42	-0.0014375
0.44	-0.0003675
0.46	0.0012019
0.48	0.0011018
0.5	-0.0005392
0.52	-0.0014549
0.54	-0.0003713
0.56	0.0012226
0.58	0.0011234
0.6	-0.0005416
0.62	-0.0014737
0.64	-0.0003757
0.66	0.001243
0.68	0.0011451
0.7	-0.0005449
0.72	-0.0014935
0.74	-0.000381
0.76	0.0012638
0.78	0.0011668
0.8	-0.0005486
0.82	-0.0015145
0.84	-0.0003867
0.86	0.0012844
0.88	0.0011889
0.9	-0.0005532
0.92	-0.0015366
0.94	-0.0003934
0.96	0.0013055
0.98	0.0012108
1	-0.0005582
1.02	-0.00156
1.04	-0.0004006
1.06	0.0013266
1.08	0.0012334
1.1	-0.000564
1.12	-0.0015845
1.14	-0.0004085
1.16	0.0013481
1.18	0.0012561
1.2	-0.0005701
1.22	-0.0016103
1.24	-0.0004169
1.26	0.0013699
1.28	0.0012794
1.3	-0.000577
1.32	-0.0016371
1.34	-0.0004261
1.36	0.0013922
1.38	0.0013031
1.4	-0.0005842
1.42	-0.0016654
1.44	-0.0004358
1.46	0.001415
1.48	0.0013274
1.5	-0.0005922
1.52	-0.0016948
1.54	-0.0004462
1.56	0.0014384
1.58	0.0013523
1.6	-0.0006006
1.62	-0.0017258
1.64	-0.0004571
1.66	0.0014624
1.68	0.0013781
1.7	-0.0006096
1.72	-0.001758
1.74	-0.0004687
1.76	0.0014873
1.78	0.0014046
1.8	-0.0006193
1.82	-0.0017923
1.84	-0.0004817
1.86	0.0015301
1.88	0.0014503
1.9	-0.0006105
1.92	-0.0018066
1.94	-0.0004516
1.96	0.0016026
1.98	0.001541
2	-0.0005406
2.02	-0.0017475
2.04	-0.0003401
2.06	0.0017851
2.08	0.0017588
2.1	-0.0003327
2.12	-0.0015224
2.14	-0.0000631
2.16	0.0020743
2.18	0.0020374
2.2	-0.0001012
2.22	-0.0013116
2.24	0.0001918
2.26	0.002416
2.28	0.0024523
2.3	0.0003694
2.32	-0.0007816
2.34	0.0008134
2.36	0.0032174
2.38	0.0034056
2.4	0.001373
2.42	0.0002978
2.44	0.0020174
2.46	0.0045672
2.48	0.0048311
2.5	0.0027675
2.52	0.0016495
2.54	0.0033872
2.56	0.005966
2.58	0.0061956
2.6	0.0040844
2.62	0.0029093
2.64	0.0046456
2.66	0.0071828
2.68	0.0073164
2.7	0.0050402
2.72	0.0036901
2.74	0.0052988
2.76	0.0076794
2.78	0.0076575
2.8	0.0050619
2.82	0.0034495
2.84	0.0048916
2.86	0.007252
2.88	0.0069594
2.9	0.0040774
2.92	0.0022199
2.94	0.0034063
2.96	0.0054848
2.98	0.0048164
3	0.001516
3.02	-0.0006466
3.04	0.0003421
3.06	0.0023318
3.08	0.0015021
3.1	-0.0019873
3.12	-0.0045297
3.14	-0.0037185
3.16	-0.0018733
3.18	-0.0028627
3.2	-0.0065799
3.22	-0.0091811
3.24	-0.0082898
3.26	-0.0063158
3.28	-0.0070339
3.3	-0.0106013
3.32	-0.0129325
3.34	-0.011595
3.36	-0.0089878
3.38	-0.0093841
3.4	-0.0124881
3.42	-0.014331
3.44	-0.0124369
3.46	-0.0093261
3.48	-0.008956
3.5	-0.0113993
3.52	-0.0124285
3.54	-0.0096937
3.56	-0.0056721
3.58	-0.0046126
3.6	-0.0064274
3.62	-0.0069266
3.64	-0.0034453
3.66	0.0012503
3.68	0.0027757
3.7	0.0010688
3.72	0.0006872
3.74	0.0041088
3.76	0.0087022
3.78	0.0096437
3.8	0.0072011
3.82	0.006046
3.84	0.0089326
3.86	0.0131243
3.88	0.013891
3.9	0.0109876
3.92	0.0086219
3.94	0.0095285
3.96	0.0115565
3.98	0.0094483
4	0.0036776
4.02	0.0008893
4.04	0.0039863
4.06	0.0090708
4.08	0.0103112
4.1	0.0046439
4.12	-0.0025351
4.14	-0.0063155
4.16	-0.0079617
4.18	-0.0118804
4.2	-0.0154039
4.22	-0.0097194
